19.4	92.0
19.5	85.0
19.6	70.0
19.7	77.0
19.8	75.0
19.9	71.0
20.0	81.0
20.1	81.0
20.2	84.0
20.3	107.0
20.4	206.0
20.5	378.0
20.6	971.0
20.7	1486.0
20.8	1468.0
20.9	354.0
21.0	147.0
21.1	139.0
21.2	125.0
21.3	108.0
21.4	105.0
21.5	94.0
21.6	94.0
21.7	94.0
21.8	82.0
21.9	77.0
22.0	82.0
22.1	84.0
22.2	79.0
22.3	78.0
22.4	90.0
22.5	162.0
22.6	304.0
22.7	656.0
22.8	1215.0
22.9	3848.0
23.0	5344.0
23.1	3598.0
23.2	965.0
23.3	276.0
23.4	100.0
23.5	82.0
23.6	64.0
23.7	73.0
23.8	71.0
23.9	73.0
24.0	56.0
24.1	58.0
24.2	59.0
24.3	40.0
24.4	42.0
24.5	49.0
24.6	44.0
24.7	49.0
24.8	48.0
24.9	43.0
25.0	45.0
25.1	46.0
25.2	49.0
25.3	43.0
25.4	46.0
25.5	41.0
25.6	34.0
25.7	36.0
25.8	35.0
25.9	40.0
26.0	38.0
26.1	31.0
26.2	45.0
26.3	38.0
26.4	31.0
26.5	32.0
26.6	26.0
26.7	34.0
26.8	36.0
26.9	30.0
27.0	31.0
27.1	29.0
27.2	28.0
27.3	29.0
27.4	28.0
27.5	28.0
27.6	28.0
27.7	28.0
27.8	24.0
27.9	22.0
28.0	29.0
28.1	28.0
28.2	23.0
28.3	20.0
28.4	25.0
28.5	20.0
28.6	23.0
28.7	19.0
28.8	21.0
28.9	21.0
29.0	30.0
29.1	19.0
29.2	22.0
29.3	19.0
29.4	19.0
29.5	25.0
29.6	25.0
29.7	16.0
29.8	17.0
29.9	17.0
30.0	18.0
30.1	14.0
30.2	16.0
30.3	15.0
30.4	21.0
30.5	17.0
30.6	14.0
30.7	20.0
30.8	14.0
30.9	18.0
31.0	13.0
31.1	18.0
31.2	21.0
31.3	16.0
31.4	17.0
31.5	12.0
31.6	14.0
31.7	13.0
31.8	15.0
31.9	16.0
32.0	20.0
32.1	14.0
32.2	13.0
32.3	20.0
32.4	11.0
32.5	17.0
32.6	11.0
32.7	13.0
32.8	20.0
32.9	15.0
33.0	13.0
33.1	13.0
33.2	13.0
33.3	17.0
33.4	13.0
33.5	10.0
33.6	9.0
33.7	10.0
33.8	14.0
33.9	11.0
34.0	11.0
34.1	9.0
34.2	14.0
34.3	10.0
34.4	11.0
34.5	14.0
34.6	11.0
34.7	6.0
34.8	12.0
34.9	13.0
35.0	11.0
35.1	10.0
35.2	13.0
35.3	9.0
35.4	11.0
35.5	9.0
35.6	11.0
35.7	6.0
35.8	10.0
35.9	13.0
36.0	14.0
36.1	14.0
36.2	13.0
36.3	7.0
36.4	10.0
36.5	10.0
36.6	7.0
36.7	10.0
36.8	11.0
36.9	7.0
37.0	10.0
37.1	8.0
37.2	13.0
37.3	9.0
37.4	8.0
37.5	10.0
37.6	7.0
37.7	9.0
37.8	15.0
37.9	8.0
38.0	10.0
38.1	9.0
38.2	14.0
38.3	6.0
38.4	7.0
38.5	10.0
38.6	11.0
38.7	13.0
38.8	8.0
38.9	12.0
39.0	8.0
39.1	14.0
39.2	13.0
39.3	12.0
39.4	8.0
39.5	4.0
39.6	11.0
39.7	13.0
39.8	9.0
39.9	10.0
40.0	7.0
40.1	9.0
40.2	8.0
40.3	10.0
40.4	7.0
40.5	9.0
40.6	8.0
40.7	9.0
40.8	7.0
40.9	9.0
41.0	10.0
41.1	4.0
41.2	7.0
41.3	9.0
41.4	8.0
41.5	8.0
41.6	7.0
41.7	7.0
41.8	6.0
41.9	10.0
42.0	7.0
42.1	7.0
42.2	4.0
42.3	10.0
42.4	7.0
42.5	10.0
42.6	9.0
42.7	6.0
42.8	6.0
42.9	10.0
43.0	7.0
43.1	8.0
43.2	8.0
43.3	7.0
43.4	5.0
43.5	8.0
43.6	10.0
43.7	11.0
43.8	18.0
43.9	21.0
44.0	30.0
44.1	65.0
44.2	179.0
44.3	190.0
44.4	53.0
44.5	18.0
44.6	19.0
44.7	12.0
44.8	11.0
44.9	14.0
45.0	9.0
45.1	13.0
45.2	7.0
45.3	8.0
45.4	11.0
45.5	8.0
45.6	10.0
45.7	6.0
45.8	11.0
45.9	12.0
46.0	11.0
46.1	12.0
46.2	7.0
46.3	5.0
46.4	7.0
46.5	7.0
46.6	7.0
46.7	9.0
46.8	8.0
46.9	8.0
47.0	11.0
47.1	10.0
47.2	10.0
47.3	7.0
47.4	8.0
47.5	4.0
47.6	10.0
47.7	10.0
47.8	13.0
47.9	11.0
48.0	10.0
48.1	12.0
48.2	8.0
48.3	13.0
48.4	9.0
48.5	8.0
48.6	10.0
48.7	10.0
48.8	8.0
48.9	11.0
49.0	13.0
49.1	9.0
49.2	12.0
49.3	13.0
49.4	10.0
49.5	6.0
49.6	13.0
49.7	12.0
49.8	18.0
49.9	20.0
50.0	35.0
50.1	50.0
50.2	133.0
50.3	364.0
50.4	726.0
50.5	765.0
50.6	452.0
50.7	223.0
50.8	44.0
50.9	21.0
51.0	18.0
51.1	13.0
51.2	11.0
51.3	9.0
51.4	7.0
51.5	13.0
51.6	11.0
51.7	10.0
51.8	13.0
51.9	6.0
52.0	9.0
52.1	11.0
52.2	7.0
52.3	7.0
52.4	9.0
52.5	11.0
52.6	7.0
52.7	8.0
52.8	11.0
52.9	7.0
53.0	7.0
53.1	10.0
53.2	5.0
53.3	7.0
53.4	8.0
53.5	7.0
53.6	5.0
53.7	7.0
53.8	6.0
53.9	8.0
54.0	7.0
54.1	10.0
54.2	10.0
54.3	5.0
54.4	10.0
54.5	6.0
54.6	6.0
54.7	10.0
54.8	8.0
54.9	9.0
55.0	8.0
